"STATISTIC Label","Month","Taxation Class","UNIT","VALUE"
"Vehicles Licensed for the First Time","2001 June","Secondhand Private Cars","Number","1288"
"Vehicles Licensed for the First Time","2001 June","Secondhand Goods Vehicles","Number","473"
"Vehicles Licensed for the First Time","2001 June","Secondhand Tractors","Number","229"
"Vehicles Licensed for the First Time","2001 June","Secondhand Other Vehicles","Number","224"
"Vehicles Licensed for the First Time","2001 June","Secondhand Motor Cycles","Number","379"
"Vehicles Licensed for the First Time","2001 July","All Vehicles","Number","21470"
"Vehicles Licensed for the First Time","2001 July","New Vehicles","Number","18802"
"Vehicles Licensed for the First Time","2001 July","New Private Cars","Number","14558"
"Vehicles Licensed for the First Time","2001 July","New Goods Vehicles","Number","2773"
"Vehicles Licensed for the First Time","2001 July","New Tractors","Number","280"
"Vehicles Licensed for the First Time","2001 July","New Motor Cycles","Number","652"
"Vehicles Licensed for the First Time","2001 July","New Exempt Vehicles","Number","345"
"Vehicles Licensed for the First Time","2001 July","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","194"
"Vehicles Licensed for the First Time","2001 July","Secondhand Vehicles","Number","2668"
"Vehicles Licensed for the First Time","2001 July","Secondhand Private Cars","Number","1341"
"Vehicles Licensed for the First Time","2001 July","Secondhand Goods Vehicles","Number","521"
"Vehicles Licensed for the First Time","2001 July","Secondhand Tractors","Number","249"
"Vehicles Licensed for the First Time","2001 July","Secondhand Other Vehicles","Number","225"
"Vehicles Licensed for the First Time","2001 July","Secondhand Motor Cycles","Number","332"
"Vehicles Licensed for the First Time","2001 August","All Vehicles","Number","16927"
"Vehicles Licensed for the First Time","2001 August","New Vehicles","Number","14400"
"Vehicles Licensed for the First Time","2001 August","New Private Cars","Number","10609"
"Vehicles Licensed for the First Time","2001 August","New Goods Vehicles","Number","2287"
"Vehicles Licensed for the First Time","2001 August","New Tractors","Number","226"
"Vehicles Licensed for the First Time","2001 August","New Motor Cycles","Number","653"
"Vehicles Licensed for the First Time","2001 August","New Exempt Vehicles","Number","406"
"Vehicles Licensed for the First Time","2001 August","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","219"
"Vehicles Licensed for the First Time","2001 August","Secondhand Vehicles","Number","2527"
"Vehicles Licensed for the First Time","2001 August","Secondhand Private Cars","Number","1294"
"Vehicles Licensed for the First Time","2001 August","Secondhand Goods Vehicles","Number","479"
"Vehicles Licensed for the First Time","2001 August","Secondhand Tractors","Number","222"
"Vehicles Licensed for the First Time","2001 August","Secondhand Other Vehicles","Number","194"
"Vehicles Licensed for the First Time","2001 August","Secondhand Motor Cycles","Number","338"
"Vehicles Licensed for the First Time","2001 September","All Vehicles","Number","11933"
"Vehicles Licensed for the First Time","2001 September","New Vehicles","Number","9865"
"Vehicles Licensed for the First Time","2001 September","New Private Cars","Number","6799"
"Vehicles Licensed for the First Time","2001 September","New Goods Vehicles","Number","1860"
"Vehicles Licensed for the First Time","2001 September","New Tractors","Number","199"
"Vehicles Licensed for the First Time","2001 September","New Motor Cycles","Number","548"
"Vehicles Licensed for the First Time","2001 September","New Exempt Vehicles","Number","278"
"Vehicles Licensed for the First Time","2001 September","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","181"
"Vehicles Licensed for the First Time","2001 September","Secondhand Vehicles","Number","2068"
"Vehicles Licensed for the First Time","2001 September","Secondhand Private Cars","Number","1038"
"Vehicles Licensed for the First Time","2001 September","Secondhand Goods Vehicles","Number","425"
"Vehicles Licensed for the First Time","2001 September","Secondhand Tractors","Number","165"
"Vehicles Licensed for the First Time","2001 September","Secondhand Other Vehicles","Number","180"
"Vehicles Licensed for the First Time","2001 September","Secondhand Motor Cycles","Number","260"
"Vehicles Licensed for the First Time","2001 October","All Vehicles","Number","12252"
"Vehicles Licensed for the First Time","2001 October","New Vehicles","Number","9834"
"Vehicles Licensed for the First Time","2001 October","New Private Cars","Number","6563"
"Vehicles Licensed for the First Time","2001 October","New Goods Vehicles","Number","2084"
"Vehicles Licensed for the First Time","2001 October","New Tractors","Number","203"
"Vehicles Licensed for the First Time","2001 October","New Motor Cycles","Number","536"
"Vehicles Licensed for the First Time","2001 October","New Exempt Vehicles","Number","278"
"Vehicles Licensed for the First Time","2001 October","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","170"
"Vehicles Licensed for the First Time","2001 October","Secondhand Vehicles","Number","2418"
"Vehicles Licensed for the First Time","2001 October","Secondhand Private Cars","Number","1285"
"Vehicles Licensed for the First Time","2001 October","Secondhand Goods Vehicles","Number","481"
"Vehicles Licensed for the First Time","2001 October","Secondhand Tractors","Number","206"
"Vehicles Licensed for the First Time","2001 October","Secondhand Other Vehicles","Number","189"
"Vehicles Licensed for the First Time","2001 October","Secondhand Motor Cycles","Number","257"
"Vehicles Licensed for the First Time","2001 November","All Vehicles","Number","9634"
"Vehicles Licensed for the First Time","2001 November","New Vehicles","Number","7602"
"Vehicles Licensed for the First Time","2001 November","New Private Cars","Number","4816"
"Vehicles Licensed for the First Time","2001 November","New Goods Vehicles","Number","1752"
"Vehicles Licensed for the First Time","2001 November","New Tractors","Number","149"
"Vehicles Licensed for the First Time","2001 November","New Motor Cycles","Number","519"
"Vehicles Licensed for the First Time","2001 November","New Exempt Vehicles","Number","237"
"Vehicles Licensed for the First Time","2001 November","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","129"
"Vehicles Licensed for the First Time","2001 November","Secondhand Vehicles","Number","2032"
"Vehicles Licensed for the First Time","2001 November","Secondhand Private Cars","Number","860"
"Vehicles Licensed for the First Time","2001 November","Secondhand Goods Vehicles","Number","503"
"Vehicles Licensed for the First Time","2001 November","Secondhand Tractors","Number","203"
"Vehicles Licensed for the First Time","2001 November","Secondhand Other Vehicles","Number","208"
"Vehicles Licensed for the First Time","2001 November","Secondhand Motor Cycles","Number","258"
"Vehicles Licensed for the First Time","2001 December","All Vehicles","Number","5877"
"Vehicles Licensed for the First Time","2001 December","New Vehicles","Number","4064"
"Vehicles Licensed for the First Time","2001 December","New Private Cars","Number","2480"
"Vehicles Licensed for the First Time","2001 December","New Goods Vehicles","Number","991"
"Vehicles Licensed for the First Time","2001 December","New Tractors","Number","110"
"Vehicles Licensed for the First Time","2001 December","New Motor Cycles","Number","293"
"Vehicles Licensed for the First Time","2001 December","New Exempt Vehicles","Number","107"
"Vehicles Licensed for the First Time","2001 December","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","83"
"Vehicles Licensed for the First Time","2001 December","Secondhand Vehicles","Number","1813"
"Vehicles Licensed for the First Time","2001 December","Secondhand Private Cars","Number","923"
"Vehicles Licensed for the First Time","2001 December","Secondhand Goods Vehicles","Number","423"
"Vehicles Licensed for the First Time","2001 December","Secondhand Tractors","Number","158"
"Vehicles Licensed for the First Time","2001 December","Secondhand Other Vehicles","Number","161"
"Vehicles Licensed for the First Time","2001 December","Secondhand Motor Cycles","Number","148"
"Vehicles Licensed for the First Time","2002 January","All Vehicles","Number","20437"
"Vehicles Licensed for the First Time","2002 January","New Vehicles","Number","18219"
"Vehicles Licensed for the First Time","2002 January","New Private Cars","Number","14724"
"Vehicles Licensed for the First Time","2002 January","New Goods Vehicles","Number","2222"
"Vehicles Licensed for the First Time","2002 January","New Tractors","Number","263"
"Vehicles Licensed for the First Time","2002 January","New Motor Cycles","Number","437"
"Vehicles Licensed for the First Time","2002 January","New Exempt Vehicles","Number","351"
"Vehicles Licensed for the First Time","2002 January","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","222"
"Vehicles Licensed for the First Time","2002 January","Secondhand Vehicles","Number","2218"
"Vehicles Licensed for the First Time","2002 January","Secondhand Private Cars","Number","1192"
"Vehicles Licensed for the First Time","2002 January","Secondhand Goods Vehicles","Number","408"
"Vehicles Licensed for the First Time","2002 January","Secondhand Tractors","Number","189"
"Vehicles Licensed for the First Time","2002 January","Secondhand Other Vehicles","Number","216"
"Vehicles Licensed for the First Time","2002 January","Secondhand Motor Cycles","Number","213"
"Vehicles Licensed for the First Time","2002 February","All Vehicles","Number","25949"
"Vehicles Licensed for the First Time","2002 February","New Vehicles","Number","23836"
"Vehicles Licensed for the First Time","2002 February","New Private Cars","Number","19424"
"Vehicles Licensed for the First Time","2002 February","New Goods Vehicles","Number","2993"
"Vehicles Licensed for the First Time","2002 February","New Tractors","Number","292"
"Vehicles Licensed for the First Time","2002 February","New Motor Cycles","Number","499"
"Vehicles Licensed for the First Time","2002 February","New Exempt Vehicles","Number","371"
"Vehicles Licensed for the First Time","2002 February","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","257"
